Id,Jurisdicci,area prot,Especie,Fecha,Laterror,Longerror,Latform,Longform,Latitud,Longitud,Altitud,Localidad,Ambiente,Estado,Uso,Cantidad,Rastros,y,id_General,origen_SIB,mes ,Periodo
82,PNLG,Parque Nacional Los Glaciares,HUEMUL,22/03/1999,-4933273,-7290142,-49.33273,-72.90142,-49.33273,-72.90142,0,"a 15 minutos de El Chalt‚n, viniendo de Laguna Torre",Ecotono pastizal-¤irantal,Abundante pastoreo yeguarizos y liebres,"Turismo, y pastoreo. L¡mite con el predio de El Chalt‚n, 5 m dentro del Parque",1,,1999,5,Glaciares,3,verano
2554,PNLG,Parque Nacional Los Glaciares,HUEMUL,31/03/2020,-4933273,-7292193,-49.33273,-72.92193,-49.33273,-72.92193,553,km 2 Torre,Bosque y pastizal,Bueno,Zona de uso publico,1,,2020,1667,Glaciares,3,verano
2563,PNLG,Parque Nacional Los Glaciares,HUEMUL,24/06/2020,-4933273,-7292193,-49.33273,-72.92193,-49.33273,-72.92193,553,"Mirador Torre km. 2,3","Transici¢n Bosque-estepa, pedregoso, coirones y lengas.",Bueno,Zona de uso publico,1,,2020,1676,Glaciares,6,oto¤o
2292,PNLG,Parque Nacional Los Glaciares,HUEMUL,26/09/2019,-4933273,-7298622,-49.33273,-72.98622,-49.33273,-72.98622,617,Laguna Torre 1km antes de la laguna.,Bosque,Bueno,Zona de uso publico,1,,2019,1405,Glaciares,9,invierno
1464,PNLG,Parque Nacional Los Glaciares,HUEMUL,1/11/2015,-4933273,-7298467,-49.33273,-72.98467,-49.33273,-72.98467,620,"Margen norte del R¡o Fitz Roy, a 700 m de la naciente en Laguna Torre","Fondo de valle, sector costero y principio de ladera con bosque de lenga. Suelo pedregoso arenoso. Pendiente leve a moderada.",Bueno a muy bueno,"Turismo, senderos, campamentos",1,,2015,689,Glaciares,11,primavera
874,PNLG,Parque Nacional Los Glaciares,HUEMUL,1/12/2012,-4933273,-7292989,-49.33273,-72.92989,-49.33273,-72.92989,600,"Ladera Norte del R¡o Fitz Roy, al Oeste del Mirador Torre",Ladera de pendiente moderada con bosque de lenga y pastizal. Exposici¢n SO.,Muy bueno,"Turismo, sendero",1,,2012,352,Glaciares,12,primavera
2618,PNLG,Parque Nacional Los Glaciares,HUEMUL,2/02/2018,-4933272,-7298709,-49.33272,-72.98709,-49.33272,-72.98709,617,"Margen norte del R¡o Fitz Roy, 650 m de la naciente en Laguna Torre","Fondo de valle, costa de r¡o con bosque de lenga. Pendiente leve.",Bueno,"Turismo, Campamento De Agostini",1,,2018,1713,Glaciares,2,verano
1618,PNLG,Parque Nacional Los Glaciares,HUEMUL,2/04/2016,-4933272,-7298689,-49.33272,-72.98689,-49.33272,-72.98689,615,"Ladera norte del valle del R¡o Fitz Roy, a 720 m de la naciente en Laguna Torre","Ladera, morena con bosque de lenga, pendiente leve, suelo pedregoso-arenoso",Bueno a muy bueno,"Turismo, sendero, campamento",1,,2016,842,Glaciares,4,oto¤o
1330,PNLG,Parque Nacional Los Glaciares,HUEMUL,13/01/2015,-4933271,-7298577,-49.33271,-72.98577,-49.33271,-72.98577,620,"Margen norte del R¡o Fitz Roy, a 780 m de la naciente en Laguna Torre","Fondo de valle, bosque de lenga con arbustivas y pastizal. Pendiente leve. Exposici¢n oeste SO",Bueno a muy bueno,"Turismo, sendero, campamentos",1,,2015,574,Glaciares,1,verano
1408,PNLG,Parque Nacional Los Glaciares,HUEMUL,9/04/2015,-4933271,-7298223,-49.33271,-72.98223,-49.33271,-72.98223,620,"Margen norte del R¡o Fitz Roy, a 1 km de la naciente en el R¡o Fitz Roy","Fondo de valle, costa de r¡o",Bueno a muy bueno,"Turismo, sendero, campamento cercano",2,,2015,650,Glaciares,4,oto¤o
1453,PNLG,Parque Nacional Los Glaciares,HUEMUL,28/10/2015,-4933271,-729822,-49.33271,-72.9822,-49.33271,-72.9822,622,"Margen norte del R¡o Fitz Roy, a 1 km de la naciente en Laguna Torre","Fondo de valle, orilla del r¡o, rodeado de bosque de lenga abierto. Suelo pedregoso",Muy bueno.,"Turismo, trekking, senderos, campamentos",1,,2015,678,Glaciares,10,primavera
873,PNLG,Parque Nacional Los Glaciares,HUEMUL,30/11/2012,-4933271,-729227,-49.33271,-72.9227,-49.33271,-72.9227,600,"Ladera Norte del R¡o Fitz Roy, al Norte del Cerro Dos C¢ndores","Bosque abierto de lenga y ¤ire, con neneo, calafate, etc. Pendiente moderada, exposici¢n NE, suelo pobre, arenoso",Bueno,"Turismo, sendero",1,,2012,351,Glaciares,11,primavera
1308,PNLG,Parque Nacional Los Glaciares,HUEMUL,13/12/2014,-4933271,-7298223,-49.33271,-72.98223,-49.33271,-72.98223,615,"Margen norte del R¡o Fitz Roy, a 985 m de la naciente en Laguna Torre","Fondo de valle, costa de r¡o, lengas achaparradas dispersas, algunas herb ceas. Suelo pedregosoÿ",Bueno a muy bueno,"Turismo, sendero",2,,2014,553,Glaciares,12,primavera
1489,PNLG,Parque Nacional Los Glaciares,HUEMUL,3/12/2015,-4933271,-7295984,-49.33271,-72.95984,-49.33271,-72.95984,580,"Ladera norte del valle del R¡o Fitz Roy, 2 km al Este de laguna Torre",Ladera con bosque de lenga. Pendiente leve a moderada.,"Bueno a muy bueno, sectores de incendios antiguos","Turismo, senderos",1,,2015,714,Glaciares,12,primavera
2688,PNLG,Parque Nacional Los Glaciares,HUEMUL,13/03/2021,-4933269,-7292714,-49.33269,-72.92714,-49.33269,-72.92714,618,"Sendero torre, cerca del mirador",,Bueno,Zona de uso publico,1,,2021,1771,Glaciares,3,verano
2196,PNLG,Parque Nacional Los Glaciares,HUEMUL,18/03/2019,-4933267,-7291582,-49.33267,-72.91582,-49.33267,-72.91582,528,Senda Laguna Torre km 1,Bosque,Bueno,Zona de uso publico,1,,2019,1309,Glaciares,3,verano
2200,PNLG,Parque Nacional Los Glaciares,HUEMUL,20/03/2019,-4933267,-7292712,-49.33267,-72.92712,-49.33267,-72.92712,609,Mirador laguna Torre,Bosque,Bueno,Zona de uso publico,2,,2019,1313,Glaciares,3,verano
1901,PNLG,Parque Nacional Los Glaciares,HUEMUL,2/12/2017,-4933265,-7298523,-49.33265,-72.98523,-49.33265,-72.98523,620,"Margen norte del R¡o Fitz Roy, a 800 m de la naciente en Laguna Torre","Fondo de valle, morenas, bosque de lenga abierto. Pendiente leve",Bueno,"Turismo, sendero, campamento",1,,2017,1085,Glaciares,12,primavera
929,PNLG,Parque Nacional Los Glaciares,HUEMUL,15/01/2013,-4933264,-7292049,-49.33264,-72.92049,-49.33264,-72.92049,540,"Ladera Norte del R¡o Fitz Roy, 500 m al NE del Cerro Dos C¢ndores","Ladera de pendiente leve a moderada, pastizal con  rboles aislados. Pendiente leve.",Bueno,"Turismo, sendero, mirador",1,,2013,389,Glaciares,1,verano
1776,PNLG,Parque Nacional Los Glaciares,HUEMUL,22/02/2017,-4933263,-7298718,-49.33263,-72.98718,-49.33263,-72.98718,620,"Margen norte del R¡o Fitz Roy, a 700 m de la naciente en Laguna Torre","Fondo de valle, comienzo de lader, morena con bosque de lenga. Suelo arenoso, pedregoso. pendiente leve",Bueno,"Tursimo, campamento, senderos",1,,2017,977,Glaciares,2,verano
2336,PNLG,Parque Nacional Los Glaciares,HUEMUL,24/11/2019,-4933262,-72987,-49.33262,-72.987,-49.33262,-72.987,616,Sendero laguna Torre - De Agostini.,Bosque,Bueno,Zona de uso publico,1,,2019,1449,Glaciares,11,primavera
1561,PNLG,Parque Nacional Los Glaciares,HUEMUL,3/02/2016,-4933261,-729565,-49.33261,-72.9565,-49.33261,-72.9565,575,"Margen norte del R¡o Fitz Roy, 2,3 km al Este de Laguna Torre",Ladera con bosque de lenga y pastizal,Muy bueno,"Turismo, senderos",1,,2016,785,Glaciares,2,verano
2682,PNLG,Parque Nacional Los Glaciares,HUEMUL,20/04/2021,-4933259,-7298258,-49.33259,-72.98258,-49.33259,-72.98258,622,Sendero Torre km 8,"Costa del R¡o, bosque",,Zona de uso publico,1,,2021,1765,Glaciares,4,oto¤o
1940,PNLG,Parque Nacional Los Glaciares,HUEMUL,12/01/2018,-4933258,-7292691,-49.33258,-72.92691,-49.33258,-72.92691,610,"Ladera norte del R¡o Fitz Roy, 350 m al NO del Cerro Dos C¢ndores","Ladera con bosque de lenga y ¤ire y pastizal. Pendiente leve a moderada, exposici¢n sur-SW",Bueno a muy bueno,"Turismo, sendero, miradores",2,,2018,1119,Glaciares,1,verano
2614,PNLG,Parque Nacional Los Glaciares,HUEMUL,28/01/2018,-4933258,-7292691,-49.33258,-72.92691,-49.33258,-72.92691,610,"Ladera norte del R¡o Fitz Roy, 400 m al NO del Cerro Dos C¢ndores",Ladera de pendiente moderada con bosque abierto de ¤ire y lenga. Exposici¢n NO.,Muy bueno,"Turismo, sendero",2,,2018,1709,Glaciares,1,verano
2742,PNLG,Parque Nacional Los Glaciares,HUEMUL,8/02/2018,-4933258,-7292691,-49.33258,-72.92691,-49.33258,-72.92691,610,"Ladera norte del r¡o Fitz Roy, 400 m al NO del cerro Dos C¢ndores","Ladera con pendiente leve a moderada, bosque de lenga. Exposici¢n sur",Bueno a muy bueno,"Turismo, sendero, mirador",1,,2018,1825,Glaciares,2,verano
2776,PNLG,Parque Nacional Los Glaciares,HUEMUL,27/02/2018,-4933258,-7292691,-49.33258,-72.92691,-49.33258,-72.92691,610,"Ladera Norte del R¡o Fitz Roy, 400 m al NO del Cerro Dos C¢ndores","Bosque de lenga. Pendiente leve, exposici¢n Sur-SO",Bueno a muy bueno,"Turismo, sendero, mirador",2,,2018,1859,Glaciares,2,verano
2515,PNLG,Parque Nacional Los Glaciares,HUEMUL,28/02/2020,-4933258,-7298723,-49.33258,-72.98723,-49.33258,-72.98723,618,Campamento Dïagostini,Bosque de lengas,Bueno,Zona de uso publico,1,,2020,1628,Glaciares,2,verano
1235,PNLG,Parque Nacional Los Glaciares,HUEMUL,17/04/2014,-4933258,-7295798,-49.33258,-72.95798,-49.33258,-72.95798,580,"Ladera Norte del R¡o Fitz Roy, 2,3 km al Este de Laguna Torreÿ","Ladera de pendiente leve con bosque abierto de lenga, pastizal y arbustivas dispersas, calafate, siete camisas",Muy bueno,"Turismo, senderos, sanitario cercanoÿ",1,,2014,520,Glaciares,4,oto¤o
1020,PNLG,Parque Nacional Los Glaciares,HUEMUL,15/03/2013,-4933257,-7292155,-49.33257,-72.92155,-49.33257,-72.92155,555,"Ladera Norte del R¡o Fitz Roy, 650 metros al NE del Cerro Dos C¢ndores","Pastizal de gram¡neas con michay y neneo, sector muy abierto cerca del bosque de lenga, maduro y abierto. Pendiente leve.",Bueno,"Turismo, sendero, miradores; 200 m del mirador, 2 km al Este de El Chalt‚n.",1,,2013,409,Glaciares,3,verano
1534,PNLG,Parque Nacional Los Glaciares,HUEMUL,10/01/2016,-4933256,-7298738,-49.33256,-72.98738,-49.33256,-72.98738,620,"Margen norte del R¡o Fitz Roy, 400 m al Este de Laguna Torre","Morena con bosque de lenga, suelo pedregoso, pendiente leve a moderada",Bueno,"Turismo, campamento, senderos, mirador",1,,2016,758,Glaciares,1,verano
1955,PNLG,Parque Nacional Los Glaciares,HUEMUL,25/01/2018,-4933256,-7294958,-49.33256,-72.94958,-49.33256,-72.94958,555,"Ladera norte del r¡o Fitz Roy, 3 km al Este de Laguna Torre","Ladera con bosque bajo de ¤ire y lenga, suelo arenoso, pendiente leve.",Bueno,"Turismo, senderos",2,,2018,1134,Glaciares,1,verano
594,PNLG,Parque Nacional Los Glaciares,HUEMUL,12/09/2010,-4933256,-7294835,-49.33256,-72.94835,-49.33256,-72.94835,550,"Ladera Norte del valle del R¡o Fitz Roy, por sendero a Laguna Torre","Bosque mixto bajo de ¤ire y lenga, con peque¤as pampas.",Bueno a muy bueno,"Turismo, sendero",2,,2010,220,Glaciares,9,invierno
1194,PNLG,Parque Nacional Los Glaciares,HUEMUL,5/02/2014,-4933255,-7298555,-49.33255,-72.98555,-49.33255,-72.98555,620,"Margen Norte del R¡o Fitz Roy, a 780 m de la naciente en Laguna Torre","Fondo de valle, bosque de lenga alto con ejemplares j¢venes. Sector abierto por sendero, pendiente nula a leve. Suelo pedregoso",Bueno,"Tursimo, sendero, campamento",1,,2014,481,Glaciares,2,verano
208,PNLG,Parque Nacional Los Glaciares,HUEMUL,3/03/2006,-4933255,-7295797,-49.33255,-72.95797,-49.33255,-72.95797,600,"Margen Norte del Valle del R¡o Fitz Roy, sendero hacia Laguna Torre.","Bosque abierto, ladera hacia el valle del r¡o, pedregoso.",Bueno a muy bueno,tur¡stico; sendero,2,,2006,79,Glaciares,3,verano
881,PNLG,Parque Nacional Los Glaciares,HUEMUL,14/12/2012,-4933255,-7298778,-49.33255,-72.98778,-49.33255,-72.98778,620,"Costa Norte del R¡o Fitz Roy, 450 m de la naciente en Laguna Torre","Morena, costa de r¡o, bosquecito de lenga.ÿ",Bueno,"Turismo, campamento, sendero, miradores.",2,,2012,359,Glaciares,12,primavera
1178,PNLG,Parque Nacional Los Glaciares,HUEMUL,2/01/2014,-4933254,-7292715,-49.33254,-72.92715,-49.33254,-72.92715,600,"Margen Norte del R¡o Fitz Roy, 300 m al NO del Cerro Dos C¢ndores","Ladera de pendiente moderada, bosque de lenga abierto y pastizal, roquedales ÿÿ",Bueno,"Turismo, sendero, mirador",1,,2014,470,Glaciares,1,verano
1360,PNLG,Parque Nacional Los Glaciares,HUEMUL,15/02/2015,-4933254,-7298573,-49.33254,-72.98573,-49.33254,-72.98573,620,"Margen norte del R¡o Fitz Roy, a 800 m de la naciente en Laguna Torre",,,,1,,2015,603,Glaciares,2,verano
182,PNLG,Parque Nacional Los Glaciares,HUEMUL,27/12/2004,-4933254,-7292009,-49.33254,-72.92009,-49.33254,-72.92009,556,Sendero Lag. Torre;ÿfaldeo Co. Dos C¢ndores.,Bosque alto de lenga.,,Tur¡stico,1,Huellas,2004,59,Glaciares,12,primavera
1533,PNLG,Parque Nacional Los Glaciares,HUEMUL,10/01/2016,-4933252,-7298807,-49.33252,-72.98807,-49.33252,-72.98807,620,"Ladera norte del R¡o Fitz Roy, 300 m al Este de Laguna Torre","Morena con bosque de lenga y sectores pelados, suelo pedregoso.",Bueno a muy bueno,"Turismo, campamento, senderos, mirador",1,,2016,757,Glaciares,1,verano
2816,PNLG,Parque Nacional Los Glaciares,HUEMUL,18/04/2018,-4933249,-7292551,-49.33249,-72.92551,-49.33249,-72.92551,610,"Ladera Norte del R¡o Fitz Roy, 280 m al Norte_NO del Cerro Dos C¢ndores","Ladera con bosque de lenga y pastizal alto. Pendiente leve a moderada, exposici¢n Sur-SO",Bueno a muy bueno,"Turismo, sendero, mirador",1,,2018,1899,Glaciares,4,oto¤o
1752,PNLG,Parque Nacional Los Glaciares,HUEMUL,24/01/2017,-4933248,-7298254,-49.33248,-72.98254,-49.33248,-72.98254,620,"Margen norte del R¡o Fitz Roy, a 1 km de la naciente en Laguna Torre","Fondo de valle, costa de r¡o con pastizal, arbustivas y renovales, ¤ire, con rocas dispersas y bosque de lenga cercano. Barrancas sobre la costa. Pendiente leve",Muy bueno,"Turismo, senderos, miradores, campamento",2,,2017,953,Glaciares,1,verano
2821,PNLG,Parque Nacional Los Glaciares,HUEMUL,24/04/2018,-4933247,-7292718,-49.33247,-72.92718,-49.33247,-72.92718,610,"ladera Norte del R¡o Fitz Roy, 380 m al Norte-NO del Cerro Dos C¢ndores",Bosque de lenga y pastizal. pendiente leve. exposici¢n Sur,Bueno a muy bueno,"Turismo, sendero, mirador",1,,2018,1904,Glaciares,4,oto¤o
2695,PNLG,Parque Nacional Los Glaciares,HUEMUL,16/02/2021,-4933245,-7293599,-49.33245,-72.93599,-49.33245,-72.93599,575,"Sendero Torre Km 3,3",bosque lenga,bueno,Zona de uso publico,1,,2021,1778,Glaciares,2,verano
2689,PNLG,Parque Nacional Los Glaciares,HUEMUL,12/03/2021,-4933244,-7292651,-49.33244,-72.92651,-49.33244,-72.92651,614,Sendero Torre Mirador,,Bueno,Zona de uso publico,1,,2021,1772,Glaciares,3,verano
2082,PNLG,Parque Nacional Los Glaciares,HUEMUL,1/02/2019,-4933242,-7292512,-49.33242,-72.92512,-49.33242,-72.92512,606,"Senda al Torre Km 2,5",Bosque,Bueno,Zona de uso publico,1,,2019,1195,Glaciares,2,verano
1809,PNLG,Parque Nacional Los Glaciares,HUEMUL,17/03/2017,-4933242,-7298673,-49.33242,-72.98673,-49.33242,-72.98673,620,"Margen norte del R¡o Fitz Roy, 780 m de la naciente en Laguna Torre","Ladera y morena con bosque de lenga y ¤ire. Costa de r¡o. Suelo pedregoso, rocoso. Pendiente leve",Bueno,"Turismo, campamento, senderos",2,,2017,1010,Glaciares,3,verano
2785,PNLG,Parque Nacional Los Glaciares,HUEMUL,13/03/2018,-4933242,-7292593,-49.33242,-72.92593,-49.33242,-72.92593,610,"Ladera Norte del R¡o Fitz Roy, 320 m al Norte-NO del Cerro Dos C¢ndores","Bosque de lenga, pendiente leve a moderada, exposici¢n Sur",Bueno a muy bueno,"Turismo, sendero, mirador",1,,2018,1868,Glaciares,3,verano
1407,PNLG,Parque Nacional Los Glaciares,HUEMUL,8/04/2015,-4933242,-7298151,-49.33242,-72.98151,-49.33242,-72.98151,615,"Margen norte del R¡o Fitz Roy, a 1,130 km de la naciente en Laguna Torreÿ","Fondo de valle, sector costero, con algunos renovales y arbustivas.ÿ",Bueno a muy bueno,"Turismo, sendero",2,,2015,649,Glaciares,4,oto¤o
2750,PNLG,Parque Nacional Los Glaciares,HUEMUL,13/02/2018,-4933241,-7292016,-49.33241,-72.92016,-49.33241,-72.92016,540,"Ladera Norte del R¡o Fitz Roy, 380 m al NE del cerro Dos C¢ndores","Ladera con bosque de lenga, pendiente leve a moderada. Exposici¢n Sur",Bueno a muy bueno,"Turismo, sendero, miradores",1,,2018,1833,Glaciares,2,verano
2753,PNLG,Parque Nacional Los Glaciares,HUEMUL,14/02/2018,-4933241,-7292048,-49.33241,-72.92048,-49.33241,-72.92048,540,"Ladera Norte del valle del R¡o Fitz Roy, 400 m al NE del Cerro Dos C¢ndores","Ladera de pendiente leve a moderada, con bosque de lenga y ¤ire. Exposici¢n Sur-SE",Bueno a muy bueno,"Turismo, sendero, miradores",2,,2018,1836,Glaciares,2,verano
2756,PNLG,Parque Nacional Los Glaciares,HUEMUL,15/02/2018,-4933241,-7292256,-49.33241,-72.92256,-49.33241,-72.92256,470,"Ladera Norte del valle del R¡o Fitz Roy, 450 m al N-NE del Cerro Dos C¢ndores","Ladera con bosque de lenga y pastizal. Pendiente leve a moderada, exposici¢n Sur. Suelo terroso-pedregoso",Bueno a muy bueno,"Turismo, sendero, miradores",2,,2018,1839,Glaciares,2,verano
1823,PNLG,Parque Nacional Los Glaciares,HUEMUL,25/03/2017,-4933241,-7293568,-49.33241,-72.93568,-49.33241,-72.93568,565,"Ladera norte del R¡o Fitz Roy, 960 m al oeste del Cerro Dos C¢ndores",Ladera con bosque de lenga y pastizal bajo. Pendiente leve,Bueno a muy bueno,"Turismo, sendero",1,,2017,1024,Glaciares,3,verano
1380,PNLG,Parque Nacional Los Glaciares,HUEMUL,26/02/2015,-4933238,-729926,-49.33238,-72.9926,-49.33238,-72.9926,635,"R¡o Fitz Roy, a 200 metros de la naciente en Laguna Torre","Morenas, costa de r¡o. Lengas aisladas, Perenettya",Bueno a muy bueno,"Turismo, senderos, campamentos, tirolesa",2,,2015,622,Glaciares,2,verano
2831,PNLG,Parque Nacional Los Glaciares,HUEMUL,28/06/2018,-4933238,-7292011,-49.33238,-72.92011,-49.33238,-72.92011,540,"Ladera Norte del R¡o Fitz Roy, 370 m al NE del Cerro Dos C¢ndores","Ladera con bosque de lenga y pastizal. Pendiente leve, exposici¢n Sur-SE",Bueno a muy bueno,"Turismo, sendero, mirador",1,,2018,1914,Glaciares,6,oto¤o
2616,PNLG,Parque Nacional Los Glaciares,HUEMUL,30/01/2018,-4933236,-7292516,-49.33236,-72.92516,-49.33236,-72.92516,610,"Ladera norte del r¡o Fitz Roy, 300 m al NO del cerro Dos C¢ndores",Ladera de pendiente moderada con bosque abierto de lenga,Muy bueno,"Turismo, sendero, mirador",2,,2018,1711,Glaciares,1,verano
2826,PNLG,Parque Nacional Los Glaciares,HUEMUL,7/05/2018,-4933236,-7292677,-49.33236,-72.92677,-49.33236,-72.92677,615,"Ladera Norte del R¡o Fitz Roy, 380 m al Norte-NO del Cerro Dos C¢ndores","Ladera con bosque de lenga y pastizal. Pendiente leve, exposici¢n Sur.SO",Bueno a muy bueno,"Turismo, mirador, sendero",1,,2018,1909,Glaciares,5,oto¤o
936,PNLG,Parque Nacional Los Glaciares,HUEMUL,28/01/2013,-4933235,-7292025,-49.33235,-72.92025,-49.33235,-72.92025,540,"Ladera Norte del R. Fitz Roy, unos 350 m al NE del Cerro Dos C¢ndores","Ladera de pendiente leve. Bosque abiertro de ¤ire y lenga, herb ceas.",Bueno a regular,"Turismo, sendero, mirador",1,,2013,396,Glaciares,1,verano
1942,PNLG,Parque Nacional Los Glaciares,HUEMUL,14/01/2018,-4933231,-7293516,-49.33231,-72.93516,-49.33231,-72.93516,570,"Margen norte del valle del R¡o Fitz Roy, 900 m al oeste-NO del Cerro Dos C¢ndores","Fondo de valle, comienzo de ladera con bosque de lenga y ¤ire. Pendiente leve, suelo mayormente pedregoso, exposici¢n sur",Bueno a muy bueno,"Turismo, sendero",2,,2018,1121,Glaciares,1,verano
1237,PNLG,Parque Nacional Los Glaciares,HUEMUL,17/04/2014,-4933227,-7298368,-49.33227,-72.98368,-49.33227,-72.98368,630,Morena frontal de Laguna Torre,"Bosque de lenga bajo y arbustivas, costa de laguna. ÿ",Bueno,"Turismo, sendero, campamento, miradoresÿ",1,,2014,521,Glaciares,4,oto¤o
2510,PNLG,Parque Nacional Los Glaciares,HUEMUL,28/02/2020,-4933225,-7298139,-49.33225,-72.98139,-49.33225,-72.98139,604,Sendero al Torre km 7 /8,Bosque abierto,Bueno,Zona de uso publico,1,,2020,1623,Glaciares,2,verano
1199,PNLG,Parque Nacional Los Glaciares,HUEMUL,18/02/2014,-4933224,-729868,-49.33224,-72.9868,-49.33224,-72.9868,620,"Margen Norte del R¡o Fitz Roy, 800 metros de la naciente en Laguna Torreÿ","Morenas con mucho suelo desnudo y renovales de lenga con algunas herb ceas, pastos. Costa de laguna",Bueno,"Turismo, sendero, campamento",1,,2014,485,Glaciares,2,verano
1929,PNLG,Parque Nacional Los Glaciares,HUEMUL,5/03/2017,-4933223,-7291951,-49.33223,-72.91951,-49.33223,-72.91951,540,"Ladera norte del r¡o Fitz Roy, 450 m al NE del Cerro Dos C¢ndores","Ladera con bosque de lenga, pastizal y renovales; algunos ¤ires. Pendiente leve a moderada, exposici¢n sur",Muy bueno,"Turismo, sendero y miradores",1,,2017,1108,Glaciares,3,verano
2548,PNLG,Parque Nacional Los Glaciares,HUEMUL,11/03/2020,-4933222,-7294556,-49.33222,-72.94556,-49.33222,-72.94556,558,Sendero Torre,Bosque de lengas,Bueno,Zona de uso publico,4,,2020,1661,Glaciares,3,verano
181,PNLG,Parque Nacional Los Glaciares,HUEMUL,27/12/2004,-4933221,-7292902,-49.33221,-72.92902,-49.33221,-72.92902,600,"Sendero a Laguna Torre, al Oeste del Mirador.",Bosque de lenga.,,"Tur¡stico, sendero",1,,2004,58,Glaciares,12,primavera
